Year,0311,0317,0321,0322,0430,0434,0438,0440,0442,0444,0446,0450,0450CC,0470,0474,0478,0484,0484A,0486,0498,0631,0632,A315,A319,A320,A432,A438,A456,A499,A617,A620,A630,A631,A670,A680,A685,A687,A690,AMES_1,B319,B484,B499,BB470,BSE_1MUDMTNRD,C320,C370,C446,C484,CHERRY_1,D320,D444,D474,F321,G320,GRIFFIN,HARRIS_1,J370,J484,KSHZ06,KTHA01,KTHA02,KTHA03,LSIN1,LSIN9,N484,NFK_SNQ,PATTER_3,RAGING_MTH,S478,S484,SFK_SNQ,SNQDUVALL,TOLT_MTH,VA12A,VA23A,VA37A,VA41A,VA42A,VA45A,VA65A
2001,89.14498759404175,62.520068167415864,94.37040229484096,95.80696669775725,92.04806205277848,94.30422670220582,94.09083131537375,100.60518180269848,99.03501521549664,81.17225071412349,94.96073382988305,78.99217365841005,NA,84.74274874831639,96.148887501083,95.20680269322725,87.75253743142864,NA,89.63291279929861,86.87525647518719,100.16524349623926,92.09660566225895,67.88148727461261,92.37244819209477,95.05110823574563,94.08929805804209,94.38754676579302,84.510590109439,97.82275050392836,96.51078432429807,93.7636178057256,86.00440409146886,96.52117735184133,NA,93.0708730333334,99.60275469690363,NA,100.16088709789992,NA,97.8269697163692,76.24499928759728,NA,89.19258561542378,NA,84.91256166707454,90.1372176739451,95.10219913664717,85.31844335095829,NA,93.76464731912392,102.29286716082402,94.07785325900797,97.08122969796607,88.62451925465496,NA,NA,87.35388316144798,91.55712021431157,97.64692493620134,NA,92.15176395091473,95.91376378220349,NA,NA,91.42404538179419,NA,NA,NA,NA,78.43555958923899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,77.2456866500549,51.187702800081695,93.30977019535632,100.82106664012476,92.67824822165828,90.53844379591828,94.17006393914372,100.37575101419563,97.75239731190494,84.25642585872312,94.04703830260867,75.70394958988742,NA,85.34802937377728,96.19393428273196,92.1604837612812,95.66615019375855,NA,92.67291412749171,90.4839419730027,99.58425055068861,87.34126011361604,71.23763783541348,96.10876696250115,98.6911726400798,93.44484418681941,101.36080246482916,82.79842145135672,98.71204823578225,100.28831396949565,96.17323546777784,83.66852747813189,99.36123225350332,NA,93.48284877588458,99.37527781343313,NA,98.44912094787975,NA,100.3738778520145,82.35086241648452,NA,95.90518992775094,NA,93.87206308669059,90.18314552674799,92.93161297873193,89.28016180660188,NA,95.12228796719003,102.37991238124309,94.37040229484096,100.44645185415777,97.59048961674445,NA,NA,80.92389050450613,89.47676364224597,96.29953627582853,NA,98.65322800834463,94.5036936303214,NA,NA,95.02008216621974,NA,NA,NA,94.8930371978035,78.81617440958583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,86.1231993531199,46.086494930190476,92.25711949786451,97.57741453202063,92.64768415259866,90.21399638789018,99.28273033768207,102.38079275656071,101.5870800816566,86.78229742348165,94.2500022180656,76.33207312641318,NA,85.87873825348606,99.9453666852727,97.21576057562706,98.35624770250429,NA,83.97387376928204,89.9446542124744,95.03332456477138,86.31467093497584,69.2918256730095,96.76482928886834,98.92734563889164,93.98765138633901,103.21245702111854,82.44014686990354,95.12339993087163,96.89107295774294,91.20306605141305,88.3961732799836,98.84157650266357,NA,92.46047138285141,95.37345101134204,NA,94.8421433816082,NA,103.35106914423524,71.79753062571433,NA,96.78176164448587,NA,92.19716118367289,91.09844733286951,96.41077799394986,94.97431329955566,NA,96.59402123951392,106.97910008456515,99.06650208792354,99.48636955482534,98.8659275357883,NA,NA,92.66388164850326,89.71996555934376,97.51770402056773,NA,96.04415504022057,96.33087983393823,NA,NA,96.99180235858653,NA,NA,NA,96.32737265158923,71.64052654332455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,85.50981353002817,40.01253428390616,92.35878807579505,96.08834716260897,89.57798019201816,89.56063644266592,92.7451652286415,94.85916772796618,94.29870504730778,77.09601178311965,92.4501392436484,83.73749731675589,NA,84.32591705482622,93.48239940548845,96.81660485399942,99.62715861291682,NA,92.67997662101209,90.70418653766497,96.50478696012459,84.67549631641133,61.99191165783585,92.50822571826632,95.67380458334507,93.54189565038659,96.75187287576415,70.81904756488122,95.77763346265047,97.77944785949606,94.4189323479451,85.2365125962245,96.54382129645359,NA,87.22670511813206,95.15161354882781,NA,94.16145920179183,NA,100.59549632587148,70.27353227991672,NA,100.97527726592854,NA,90.90620950600852,88.61668890469531,97.51159976132546,98.06486996458102,NA,92.765608339100865,97.56089792977826,95.36710337039412,97.4287472920157,95.61922749652626,NA,NA,85.55878541741978,90.28851829752357,95.48010809963117,NA,94.19121124079896,93.37626184465888,NA,NA,89.81907091724331,NA,NA,NA,98.17405489270404,70.67855873455304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,86.26187998982773,43.34263464714051,90.79247489359506,95.49001541245774,93.08444592440235,92.12040829729756,88.36795858180845,94.62254713539936,98.08485333519982,77.37411441202433,92.12296196394135,84.90439039047133,NA,84.6485542686495,94.82333008617513,93.72552652030205,88.00916942528943,NA,91.79276193244219,86.920783997192,92.41053963625099,82.26158898754903,63.81536086056221,95.70018694327356,95.59717092163218,95.49527229292202,97.43231702369481,71.6249463622228,94.96186419860048,96.72790367823937,93.17265569186618,86.94310211422847,93.30977019535632,NA,86.44548378124703,93.98454219649555,NA,91.2799098326358,NA,96.82890280601572,65.22825719222453,NA,94.26592269159244,NA,89.63773166179921,91.47918057031129,94.84457476650239,90.50724932529943,NA,93.60013030109425,102.01178369228995,92.59430133432593,97.63619520878196,95.3496654469091,NA,NA,93.54639480706045,89.77177091540054,94.41513837654195,NA,94.81348628579016,97.20661510515585,NA,NA,91.51433584224131,NA,NA,NA,92.4923468768273,74.60204372907776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,89.12373480981228,41.75618866494205,87.27741790571083,91.93691888183994,90.06052141458201,91.94195983551096,94.48413084597111,96.38360040727478,95.31050645560907,85.18497390038915,90.51387466630531,78.27489808425284,NA,78.5103896684412,83.72514747342534,92.49217862247511,91.89735646122662,NA,87.65873383258129,82.79375594451862,93.0252215344878,83.63352643650904,61.38206587596079,86.4248847087446,93.21440277854286,93.47945185102535,94.33557397853072,71.99773267185353,93.59054447799564,91.55114635443576,95.13971695772105,86.9198951262458,92.40324653792243,NA,88.51551044626211,93.31371106113004,NA,97.21576057562706,NA,91.35413295539153,68.3240538602292,NA,95.13875530910717,NA,84.38333673992554,87.27290246879164,93.37626184465888,88.73586256368208,NA,88.05840166093495,100.45306771717333,90.83895912893588,95.275759720218,88.54200396724593,NA,NA,87.36880269716023,90.35830811162771,93.28959383881227,NA,96.54382129645359,94.40108938295764,NA,NA,89.47676364224596,NA,NA,NA,92.07578469777779,73.32900468709879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,88.98471398708216,41.48479203486459,88.3481984181913,96.82221883405224,91.53528942638697,91.35834196573457,98.46502979683774,97.44951005138955,96.54141085218889,85.24828402163878,90.12273942325415,80.05581955713758,NA,84.45146839766865,87.91540913746012,97.8216763037328,91.68062481570031,NA,82.9541370457018,79.21543210950219,93.86322692781347,81.54781256253973,55.539907181663665,92.31383973504353,96.99180235858653,92.6071833398954,101.93787276206304,63.362463394589966,97.60944882005028,90.39108631477785,91.59814007287977,82.51924853110677,99.06488200141813,NA,87.22407123475455,94.085202569809,NA,96.88341044605643,NA,100.69072749369563,65.16261792696196,NA,99.58425055068861,NA,90.73877239266514,87.88242341194973,87.97327962774285,94.03751408754798,NA,94.46239728188687,99.47382074041111,97.64883328374745,100.46354466443196,94.25746142108322,NA,NA,85.22061969405621,88.7329932729114,97.64715237452293,NA,97.07644744128913,94.82251241909158,NA,NA,92.5447200269421,NA,NA,NA,93.96021098500353,66.04495175451044,NA,NA,NA,93.72415278893527,93.4785592836811,92.7635829530041,94.41741954255838,93.72415278893527,83.91571575427119,86.38430772766678
2008,86.91130585641584,42.5629693266205,91.34557448596429,97.74078575973833,93.17265569186618,91.45122945888588,96.90707190275043,97.58591401901911,96.65244744968763,78.42871327085842,89.30208147114922,80.62310680131885,NA,88.6369053859675,88.1020694513482,92.26463967984152,92.50707605469961,NA,94.84457476650239,90.40196250922337,95.84968345980664,87.50031926374716,58.33722537022552,93.55381892247016,97.3141877152737,94.75394424857761,101.61040740792522,68.44212548917551,96.8877161693113,96.22158366651131,92.51918141252624,84.85623931088128,97.01937325934026,NA,89.50103317650445,94.89011054583415,NA,96.41515612784649,NA,101.63023943113055,62.28489974169052,NA,96.34441536313487,NA,89.85035710131804,86.5924283504901,95.41509140801648,91.35153623689524,NA,96.94343948296134,97.94820746609678,92.94090728458995,98.54517329009698,96.47874322640565,NA,NA,88.16703098201071,91.22286047982575,95.49527229292202,NA,95.08827039547324,96.40515300274541,NA,NA,90.31284404659084,NA,NA,NA,92.62436136280616,65.16978474637291,NA,NA,NA,93.88259684816971,NA,NA,91.27812271746389,92.12274036912495,84.95960378401813,91.98696584912054
2009,NA,46.35737160564118,NA,94.76129416163351,97.7737820851278,97.356228904420135,99.31547466562432,95.32041188758717,NA,NA,95.51023662814518,NA,90.32045156873335,86.75403227762285,89.82765160353095,95.51522671323418,93.01665012413764,NA,91.95271596087467,NA,97.63643310869763,NA,NA,NA,93.94650842605955,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.99272264590341,NA,NA,NA,NA,98.30353048660942,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.68601222830044,NA,NA,NA,NA,NA,NA,NA,NA,95.16219924322263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.3981045936392,NA,NA,94.41949526757296,94.14147869422503,84.59036561322279,76.51063801751243
2010,NA,53.00218651133789,NA,95.50679604716373,92.83198173810719,93.12913805109092,100.78158739501552,94.78461760118415,NA,NA,90.5569033786461,NA,86.36484698052132,84.34113410623696,86.85294978700996,94.9193127353281,92.05054599270804,NA,86.37410989271943,NA,94.43701145252655,NA,NA,NA,94.33754797424444,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.56307170752807,NA,NA,NA,NA,95.86839694004475,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.39693268237495,NA,NA,NA,NA,NA,NA,NA,NA,94.39279208896481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.3981045936392,NA,NA,94.40680520362513,97.03840244392593,90.08519223969039,NA
2011,NA,52.91591571577807,NA,95.86890109273286,90.85855195115784,91.36986174222046,99.55579070153668,97.0360572590378,NA,NA,89.27781256265705,NA,89.37611337249199,88.29972016847596,84.70811194165674,91.30595230156936,91.93533080758841,NA,84.66754806932167,NA,93.92159945297915,NA,NA,NA,95.90938781180786,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.65841901398127,NA,NA,NA,81.280342544736,99.27704783083439,NA,NA,NA,NA,NA,NA,NA,NA,99.39564811966515,91.20773094798244,NA,NA,NA,NA,93.91080798836848,98.29916350184364,NA,NA,90.97383046894785,NA,NA,NA,NA,NA,NA,96.53230183648573,86.45002276551791,99.9976253709578,NA,NA,91.78483585775787,95.40256898455746,96.53215360110248,95.95070413191789,NA,NA,97.65163182409091,99.83327612212942,91.68992178806027,NA
2012,NA,46.57777672599157,NA,96.13058021699683,94.4004569338096,93.69804303988897,99.83346421255618,97.09207653822047,NA,NA,93.88320335504623,NA,90.41402914373721,84.04988440032184,89.79570626919333,93.37626184465888,95.05851853140264,NA,89.9969654509801,NA,98.5468965945995,NA,NA,NA,95.68961425269869,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.64234663077124,NA,NA,NA,75.65696583439832,98.09152497193922,NA,NA,NA,NA,NA,NA,NA,NA,95.37026241876639,95.15485730836667,NA,NA,NA,NA,95.07228599214461,94.50427244361562,NA,NA,91.75114389160593,NA,NA,NA,NA,NA,NA,93.9350946923099,82.33100297224917,95.5272147657251,NA,NA,90.14946460696927,95.92311988033694,94.42892146217015,97.32402481706588,NA,NA,95.37345101134204,101.02419803426696,86.19978077093026,NA
2013,NA,48.72887665989766,89.0359914075551,95.83473156877665,92.6281626691821,94.04035797049787,99.23120887869786,93.59705247340959,96.43617822026354,72.7104805325706,92.0372981757105,NA,85.50538734661288,84.35026316971626,86.8264527652065,94.88057876255299,84.31359403481471,NA,88.35703963451617,NA,95.58908216707428,NA,59.44567183990272,NA,94.43495635803389,94.6736800354423,NA,72.86424477927395,NA,92.36942855123345,95.72012627072584,91.3108890271914,93.2941520861247,NA,89.6014507740858,96.08834716260898,NA,NA,79.12855572832314,96.26878166805204,64.7280510254803,NA,NA,NA,92.23322123958727,90.92553946481992,NA,88.14537015788187,98.90739472105854,94.43495635803389,NA,NA,99.30445010981416,95.40127540008841,97.9582937629505,97.20915890456568,NA,NA,93.14330351734941,NA,NA,96.32380656428329,NA,NA,89.77036964921517,96.54378967310217,85.74944879346856,100.72934701415907,NA,NA,90.98039031355174,93.68567685895599,101.46497724023827,NA,NA,NA,NA,95.08827039547324,NA,92.19716118367289
2014,NA,48.60375909514537,90.26371978317023,98.58541068493986,92.33055303367622,94.16247722440878,98.91054670675588,97.5431073906959,94.60499899032283,67.9764313512722,88.39682258781218,NA,90.32069142448992,87.25237261682402,88.89992884639587,96.57115522870116,93.97861579312024,NA,82.74980384065776,NA,99.63796631847325,NA,66.13160057359974,NA,96.79275869158562,97.91023751194743,NA,74.6483168266818,NA,98.14123687681693,95.74357547518962,94.73859041736935,96.74695327780319,NA,91.74144273912363,96.84737847523506,NA,NA,79.00245351033313,99.5695909542397,64.75000537646267,NA,NA,NA,90.02228920783432,91.28795724941011,NA,89.79570626919335,94.8021669442876,95.31538762912548,NA,NA,98.77220065373722,94.26040666120133,87.65658392757348,92.29712095217462,NA,NA,92.62929179038281,NA,NA,94.05201867361625,NA,NA,89.14934389244142,89.98375498722885,83.60281054712864,94.58689806723592,NA,NA,88.66594088613193,91.26029160947647,93.31454572407686,95.294075120846,NA,93.28397734877042,90.73291707003291,95.52147133452382,76.06901128093669,93.31979801088359
2015,89.91701516304983,52.98928208755168,90.93682922211515,97.3140457544525,95.46618583836162,92.43191991330872,101.57231478711803,96.98722635804953,95.59950617429362,74.69427011320892,94.20316815564745,NA,86.08668941958469,84.77209011671907,87.93660494030044,98.12169654624388,93.69777980532109,NA,88.35137927180557,NA,99.15669710170918,88.59972773601528,63.105823916979986,99.48111888763853,95.77763346265047,96.57115522870117,100.49064369949004,76.58013133067848,96.40087120450114,96.43385912748465,98.49697468271262,87.86257029901732,95.96292753025574,92.99136146418586,89.08212133190483,96.66181680627024,NA,97.63643310869763,76.41506023841424,100.85497087500555,69.85655716666577,NA,98.67650701417034,96.02778880866654,92.89045627052252,92.69708081501142,NA,95.08005126782334,97.77944785949607,93.43843531737906,NA,95.846981619405,97.75026035680408,94.19121124079896,96.5382114212067,96.5382114212067,NA,89.91206623520648,94.84457476650239,NA,97.61651050074238,96.77756371684329,61.7310225850979,91.85410780472452,92.36299880746542,97.19662935595575,82.97607850777068,99.68131597910646,94.11800308676257,69.36522308460374,93.26580638467657,94.43495635803389,98.18421484940887,97.21298797222026,NA,94.68393640973754,95.22731464241102,96.21099604777298,80.57269649077051,96.11800233733801
2016,91.25241637834264,51.13237181643372,92.44177233307394,97.75850707071349,96.88238870482179,93.54915589654479,99.71785064589282,97.59048961674445,97.41066386668157,74.85885343635834,93.68177114979413,NA,83.93223132802441,88.29218325086366,89.81907091724331,96.84737847523506,96.19307582953321,NA,89.56481531273013,NA,99.71879253571436,88.4827479315731,68.39476978818098,96.69925226864633,98.30250239045934,96.27970723039792,100.02209574618178,79.06120217739591,96.67275153239487,97.12031056726707,95.46618583836162,86.59666971212171,98.94998222837425,96.67275153239487,93.10513822778186,97.8672719921817,NA,98.73141458401074,75.8423553699198,102.13591288642985,66.12337764771408,NA,100.27152469696074,96.87424370670432,95.22673073015186,94.02554022435197,NA,95.46618583836162,98.78328610542081,95.83473156877665,NA,96.61643010126991,97.96945405204885,96.05383001171278,97.28960394772471,97.03915497794488,NA,NA,96.41782600670504,97.35461801283748,97.02454093400023,97.14487094269539,62.21717767828076,93.60013030109425,92.526394145772,98.07082663982143,87.62647522586745,99.71879253571436,96.12740937898737,68.1027227634073,94.51518655065512,95.01727692711182,99.17216895207746,96.7743999729767,NA,95.70434468507736,96.13544533681193,95.92015061701832,91.17712395011765,96.35081283650254
2017,92.0538270650226,57.80435257050311,90.80679101235165,96.99180235858653,95.52070205776609,92.99136146418586,100.5589550402087,97.93131234459837,95.24420231608948,76.94723221320045,93.85452420528068,NA,91.00514911694286,85.91690526068778,91.36986174222046,95.91874641122675,94.453717581147,NA,91.84907667570775,NA,98.4080608162484,92.68868420220478,68.40126480516274,95.04539658635892,96.13321946337888,95.56998866294143,99.61452504013592,85.34951619050396,97.90917384931107,97.09486997572624,98.19366947040878,93.03313688567346,97.43231702369481,91.27779468028339,93.43067749496642,96.13321946337888,NA,98.15452005525106,77.858897912472,100.49945175222213,68.62502533258211,90.92553946481992,98.73298057075417,95.37805022958071,88.30324294795604,95.43741434498821,NA,94.50641963851166,99.13829051968631,94.16278012139287,NA,93.53502434274702,97.43231702369481,96.12087843653828,98.82009913797052,98.72204924721943,NA,NA,95.846981619405,93.09227925341729,97.1285258075826,97.80293232329052,78.98492769086707,93.1019918226417,92.44177233307394,97.51955926067798,86.07733713656627,99.57850011586879,94.94645515823221,69.64045868837775,92.48642825792776,95.03295437657825,99.65190839904562,95.57659001173965,NA,93.88693222676189,95.05972216483538,95.58704375753153,91.57377447079156,96.3385525078601
2018,94.14851440065766,53.128449412408905,92.39007111345894,97.08963528108599,96.2607256326765,92.82670295000194,103.80913314137479,96.64257618387684,96.43385912748465,72.63360860626254,94.25323853229017,NA,89.47861973468957,84.05656626225569,90.38565787105776,97.88525623173517,95.46612146037411,NA,92.77734077708749,NA,101.5870800816566,91.84397925739385,62.65826488210779,95.26715442316825,95.98277505457908,95.5177384276896,102.26923916319784,81.97487228928935,97.51159976132546,99.63796631847325,95.06231057918498,90.56215756603623,98.81968993166863,92.93161297873193,91.19826408626331,97.20661510515585,NA,98.4080608162484,76.22054511145953,100.7645855660447,66.16377985027344,86.48670658166579,99.68131597910646,96.45472278921547,87.84850393804525,93.69804303988896,NA,96.85134256526985,98.1042807395735,95.12339993087161,NA,94.59898576142636,98.47444044996904,96.2969674486041,97.57582697406549,96.8870038284825,NA,NA,96.52988680601699,98.27305780541141,99.19149759798536,98.75957170218358,68.61927390611791,93.82950638283505,93.09227925341729,95.99636666687542,86.69557943542756,99.81031859916948,95.998991082095,63.14013896162648,93.11592748162907,96.42240054281699,99.42166877266786,96.78287926177835,NA,95.26715442316825,96.23425761022845,96.6739980705876,79.41859699449545,96.12740937898737
2019,90.52893312112974,44.95003543436132,89.26707153889969,96.45840669570092,94.53734233450896,89.09719418141874,103.22257360307592,95.18265426478938,93.70367402028536,73.52708121809513,93.39510686330695,NA,82.76666617709535,81.19121058726,86.69779185054442,97.32083685289402,95.64757492791813,NA,92.54703923943282,NA,98.52078601668961,87.21387390773724,69.58155745825401,94.73593514756341,95.36335935131235,94.001084185900055,101.80984791262378,88.5515698056918,98.92734563889164,97.51770402056773,97.10515586914454,90.0149721579104,98.51775736905064,92.25711949786451,89.33778409151591,96.56625198348416,94.6176056430103,97.63081059220657,77.07978857874522,102.53780927654977,68.76046861177522,87.51662742987371,99.26482367009956,94.74044979245974,83.97768699911262,90.55904544480099,NA,96.01158792662191,98.63008577916615,95.75267770345337,NA,94.37040229484096,98.44462436314555,94.71020844243972,97.9745451298332,97.75239731190497,NA,NA,96.1771270192883,97.10070501501517,97.56089792977826,97.61651050074238,67.80887403511011,94.50641963851166,94.70233900034981,101.99373212312344,83.72514747342534,99.28611952499253,95.70195532477977,52.71210388364713,96.18434839816878,98.93046523314507,99.13829051968631,95.15161354882781,NA,93.39309007407766,93.70367402028536,94.7171312951802,71.06624914822103,93.95258111249443
2020,93.99819758038849,45.11283329151055,91.27779468028339,98.62626101949475,94.59929863511567,92.67437987233063,100.25322381137245,97.66270472502961,98.77127013399223,68.61152012071976,94.13896451253798,NA,85.51399904722248,81.27006874716434,89.10579215246169,96.84488230156664,99.21236570980241,NA,93.6015707116217,NA,101.99384266296134,93.34880119456578,60.77089590314333,95.62536428462562,97.93131234459837,94.92621626261995,99.14269851949999,88.89693212596377,98.62626101949475,99.4016695888307,98.98136407639954,93.6038665153024,99.04995203308377,91.96575362466585,92.49068388100956,98.06650024419234,99.38416607132392,99.16704444331543,78.89473336286858,100.93217680992875,64.35378493908155,88.10460004956263,99.10617929912095,98.28162440364298,89.69018592353547,93.54882345057212,NA,97.86724033481671,98.62626101949475,99.19149759798536,NA,93.94222073550466,98.97379439240858,97.74580684467796,105.63756640810257,97.85672133645524,NA,NA,95.91177677125177,97.2325217205501,97.93131234459837,97.77944785949607,54.531399653201596,95.21099811280396,91.89595454126597,99.18699168147334,90.91621589239661,100.05450570723372,96.81660485399942,59.282031077160525,94.16638092036126,98.1056032135278,101.05833926024931,95.62536428462562,NA,96.19307582953321,95.08827039547324,95.294075120846,79.65885293507571,94.26555957651279
2021,88.40444452646048,49.007999195870624,89.97391661462703,97.69464564031988,96.06807430446183,94.49702413180776,99.6974942363478,100.08703528809644,94.04309624755341,66.76094220001401,94.08051267241171,NA,81.9456246716861,86.92818122999428,86.09486454716601,96.06505578190672,NA,107.01193176859127,88.45555110384787,NA,99.68463345084012,86.48918014846856,63.73895087465857,94.48367203712463,96.32364078940616,96.77816414241668,101.15543900913696,87.0738889091866,98.0531281328687,97.81075844143479,97.87080772349658,95.18265426478938,96.23768575170686,93.04126882341292,92.88631305873673,98.1766945539509,95.31860491816987,97.84920061985152,62.48017012306332,102.00537357685151,70.18944878314247,86.6069586410454,100.91466064976507,95.33700437243368,86.81642288867614,95.36145309537838,NA,96.06411181429218,99.66148559900718,95.12311865139834,NA,93.72787886476218,97.55304983389075,96.84737847523506,96.51078432429807,96.17323546777786,NA,NA,94.88251539290607,97.75266207072087,97.1285258075826,96.72209019441347,63.70421272197257,93.82860761850257,89.5755567442399,98.38683946554384,86.21504910553357,102.0308798210819,94.2836270332614,63.29493684918851,91.7574489726434,97.85639472302475,102.75428339223183,97.53364182783366,NA,96.20295773905968,96.25040898928164,97.62923735551381,88.80824752674825,97.79027549516344
2022,92.05496449300163,47.77250865767618,90.43989356108247,96.9161173299951,95.92999467356547,95.51612515222548,98.97700290824955,96.97032467759752,97.22146401427766,72.56214639388529,95.92999467356546,NA,89.2964637729032,91.42882858553445,91.35239763792259,96.58912653796986,NA,93.37211680069882,88.54192006937053,NA,96.67630704427879,90.67608720783305,67.94735242684689,95.8373890357069,97.61877990347384,95.68290315501865,100.22712545614118,85.39914162218706,97.36422270095974,98.476128303099,95.55431982680604,90.65281617424749,95.79419136500216,89.0490445056554,92.15747493311811,95.99380392388275,94.21577891113431,98.20336273837188,76.40587906914452,99.72036364964212,70.93685012451277,87.4866834359349,98.46578292870763,96.51376648948093,88.26858694421462,93.62156283348017,NA,94.29474570171931,101.35403841654302,93.87973396942915,NA,93.60115257730195,98.12585008933506,95.47984794427192,96.93435544206481,96.52315847669209,NA,NA,95.26600667966503,97.22560799331016,96.46316612708108,96.86860048056309,72.6167850130867,92.95658734741825,91.56357726633438,97.8968302260794,88.00363135092154,100.71892743969559,94.64491341564113,60.959384802784164,92.2296038353252,95.7778683929768,99.59226963847516,95.77715106678355,NA,95.00610410279512,95.62185026729193,96.79121815074546,91.52430934105587,97.72447325930517
2023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
