"","Year","Locator","μg/L"
"868",2002,"0444",23.4
"869",2002,"0446",25.85
"870",2002,"0470",22.85
"871",2002,"0474",18.5
"872",2002,"0478",23.125
"873",2002,"0484",14.5
"874",2002,"0631",15.5
"875",2002,"A315",70.9
"876",2002,"A320",12
"877",2002,"A432",22.45
"878",2002,"A456",35.7
"879",2002,"A499",14
"880",2002,"A617",10
"881",2002,"A620",23.9
"882",2002,"A630",82.1
"883",2002,"A680",14.5
"884",2002,"A685",10
"885",2002,"A690",10
"886",2002,"B484",15.5
"887",2002,"C320",11.75
"888",2002,"C370",31.9
"889",2002,"D320",11
"890",2002,"G320",14.5
"891",2002,"KSHZ06",13.5
"892",2002,"KTHA03",10
"893",2002,"N484",13.5
"894",2002,"VA12A",NA
"895",2002,"VA41A",NA
"896",2002,"VA42A",NA
"897",2002,"VA45A",NA
"898",2003,"0311",29.65
"899",2003,"0317",206
"900",2003,"0321",63.45
"901",2003,"0322",12.75
"902",2003,"0430",11.75
"903",2003,"0434",26.35
"904",2003,"0438",18.5
"905",2003,"0440",12.5
"906",2003,"0442",11
"907",2003,"0444",20.7333333333333
"908",2003,"0446",18
"909",2003,"0470",20.55
"910",2003,"0474",22.75
"911",2003,"0478",24
"912",2003,"0484",16
"913",2003,"0631",15
"914",2003,"A315",42.55
"915",2003,"A320",11.3333333333333
"916",2003,"A432",15
"917",2003,"A456",42.6
"918",2003,"A499",13.5
"919",2003,"A617",10
"920",2003,"A620",16.5
"921",2003,"A630",91.9
"922",2003,"A680",19
"923",2003,"A685",10
"924",2003,"A690",10
"925",2003,"B484",17
"926",2003,"C320",11.5
"927",2003,"C370",34.1
"928",2003,"D320",10
"929",2003,"G320",14
"930",2003,"KSHZ06",11
"931",2003,"KTHA03",11
"932",2003,"N484",18
"933",2003,"VA12A",NA
"934",2003,"VA41A",NA
"935",2003,"VA42A",NA
"936",2003,"VA45A",NA
"937",2004,"0311",20
"938",2004,"0317",192.775
"939",2004,"0321",68.9
"940",2004,"0322",10.8333333333333
"941",2004,"0430",17
"942",2004,"0434",32.925
"943",2004,"0438",16
"944",2004,"0440",12
"945",2004,"0442",10.5
"946",2004,"0444",23.825
"947",2004,"0446",19
"948",2004,"0470",16.5
"949",2004,"0474",20.175
"950",2004,"0478",18.5
"951",2004,"0484",15
"952",2004,"0631",14
"953",2004,"A315",36.525
"954",2004,"A320",11.5
"955",2004,"A432",18
"956",2004,"A456",34.15
"957",2004,"A499",13
"958",2004,"A617",10
"959",2004,"A620",19.55
"960",2004,"A630",79.6
"961",2004,"A680",19.075
"962",2004,"A685",10
"963",2004,"A690",10
"964",2004,"B484",13
"965",2004,"C320",12
"966",2004,"C370",40.7
"967",2004,"D320",10
"968",2004,"G320",14
"969",2004,"KSHZ06",11.5
"970",2004,"KTHA03",10
"971",2004,"N484",20.7
"972",2004,"VA12A",NA
"973",2004,"VA41A",NA
"974",2004,"VA42A",NA
"975",2004,"VA45A",NA
"976",2005,"0311",30.9
"977",2005,"0317",172.5
"978",2005,"0321",125.5
"979",2005,"0322",10
"980",2005,"0430",14.5
"981",2005,"0434",34.9
"982",2005,"0438",22.9
"983",2005,"0440",11
"984",2005,"0442",10
"985",2005,"0444",27.75
"986",2005,"0446",15.25
"987",2005,"0470",16.5
"988",2005,"0474",19.3
"989",2005,"0478",18.2
"990",2005,"0484",16.5
"991",2005,"0631",18.5
"992",2005,"A315",50.6
"993",2005,"A320",10
"994",2005,"A432",13.5
"995",2005,"A456",40.85
"996",2005,"A499",10
"997",2005,"A617",10
"998",2005,"A620",17
"999",2005,"A630",77.3
"1000",2005,"A680",15
"1001",2005,"A685",10
"1002",2005,"A690",10
"1003",2005,"B484",14
"1004",2005,"C320",10
"1005",2005,"C370",22.85
"1006",2005,"D320",10
"1007",2005,"G320",10
"1008",2005,"KSHZ06",10
"1009",2005,"KTHA03",10
"1010",2005,"N484",12.5
"1011",2005,"VA12A",NA
"1012",2005,"VA41A",NA
"1013",2005,"VA42A",NA
"1014",2005,"VA45A",NA
"1015",2006,"0311",31.5
"1016",2006,"0317",189.5
"1017",2006,"0321",82.75
"1018",2006,"0322",13.5
"1019",2006,"0430",12.75
"1020",2006,"0434",31.025
"1021",2006,"0438",14
"1022",2006,"0440",10
"1023",2006,"0442",10
"1024",2006,"0444",23
"1025",2006,"0446",57.95
"1026",2006,"0470",19.8
"1027",2006,"0474",23.625
"1028",2006,"0478",20.6
"1029",2006,"0484",13.75
"1030",2006,"0631",15.5
"1031",2006,"A315",51.2
"1032",2006,"A320",10
"1033",2006,"A432",15.375
"1034",2006,"A456",41.325
"1035",2006,"A499",11.25
"1036",2006,"A617",10
"1037",2006,"A620",16
"1038",2006,"A630",69.85
"1039",2006,"A680",14.3333333333333
"1040",2006,"A685",10
"1041",2006,"A690",10
"1042",2006,"B484",12
"1043",2006,"C320",11
"1044",2006,"C370",30.8
"1045",2006,"D320",10
"1046",2006,"G320",10
"1047",2006,"KSHZ06",11
"1048",2006,"KTHA03",10
"1049",2006,"N484",17
"1050",2006,"VA12A",NA
"1051",2006,"VA41A",NA
"1052",2006,"VA42A",NA
"1053",2006,"VA45A",NA
"1054",2007,"0311",18.45
"1055",2007,"0317",188.5
"1056",2007,"0321",84.75
"1057",2007,"0322",11
"1058",2007,"0430",12.5
"1059",2007,"0434",29.4
"1060",2007,"0438",12
"1061",2007,"0440",10
"1062",2007,"0442",10
"1063",2007,"0444",20
"1064",2007,"0446",33.5
"1065",2007,"0470",19
"1066",2007,"0474",16.5
"1067",2007,"0478",17.5
"1068",2007,"0484",13.25
"1069",2007,"0631",13
"1070",2007,"A315",52.5
"1071",2007,"A320",10.5
"1072",2007,"A432",14
"1073",2007,"A456",30.35
"1074",2007,"A499",11.5
"1075",2007,"A617",10
"1076",2007,"A620",16
"1077",2007,"A630",75.55
"1078",2007,"A680",12.5
"1079",2007,"A685",10
"1080",2007,"A690",10
"1081",2007,"B484",11
"1082",2007,"C320",12
"1083",2007,"C370",29.2
"1084",2007,"D320",10
"1085",2007,"G320",10
"1086",2007,"KSHZ06",10
"1087",2007,"KTHA03",10
"1088",2007,"N484",16.35
"1089",2007,"VA12A",10
"1090",2007,"VA41A",11
"1091",2007,"VA42A",10
"1092",2007,"VA45A",10
"1093",2008,"0311",28.95
"1094",2008,"0317",165.5
"1095",2008,"0321",60.4
"1096",2008,"0322",17.65
"1097",2008,"0430",12.5
"1098",2008,"0434",20.6
"1099",2008,"0438",10
"1100",2008,"0440",10.5
"1101",2008,"0442",10
"1102",2008,"0444",22.125
"1103",2008,"0446",20.85
"1104",2008,"0470",24.9
"1105",2008,"0474",20
"1106",2008,"0478",23.1
"1107",2008,"0484",13.5
"1108",2008,"0631",16.2
"1109",2008,"A315",51.7
"1110",2008,"A320",10
"1111",2008,"A432",14.1666666666667
"1112",2008,"A456",29.8
"1113",2008,"A499",11
"1114",2008,"A617",10
"1115",2008,"A620",16.5
"1116",2008,"A630",98.175
"1117",2008,"A680",15.5
"1118",2008,"A685",10
"1119",2008,"A690",10
"1120",2008,"B484",15
"1121",2008,"C320",10.5
"1122",2008,"C370",27.35
"1123",2008,"D320",10
"1124",2008,"G320",10
"1125",2008,"KSHZ06",12
"1126",2008,"KTHA03",10
"1127",2008,"N484",16
"1128",2008,"VA12A",12
"1129",2008,"VA41A",10.5
"1130",2008,"VA42A",10
"1131",2008,"VA45A",10
"1132",2009,"0311",NA
"1133",2009,"0317",187
"1134",2009,"0321",NA
"1135",2009,"0322",10.4
"1136",2009,"0430",13.4
"1137",2009,"0434",28.55
"1138",2009,"0438",5.95
"1139",2009,"0440",10.55
"1140",2009,"0442",NA
"1141",2009,"0444",NA
"1142",2009,"0446",20.175
"1143",2009,"0470",23.3
"1144",2009,"0474",21.775
"1145",2009,"0478",18.2
"1146",2009,"0484",12.55
"1147",2009,"0631",19.475
"1148",2009,"A315",NA
"1149",2009,"A320",8.85
"1150",2009,"A432",NA
"1151",2009,"A456",NA
"1152",2009,"A499",NA
"1153",2009,"A617",NA
"1154",2009,"A620",NA
"1155",2009,"A630",NA
"1156",2009,"A680",11.9
"1157",2009,"A685",NA
"1158",2009,"A690",NA
"1159",2009,"B484",NA
"1160",2009,"C320",NA
"1161",2009,"C370",NA
"1162",2009,"D320",5.925
"1163",2009,"G320",NA
"1164",2009,"KSHZ06",13.35
"1165",2009,"KTHA03",NA
"1166",2009,"N484",NA
"1167",2009,"VA12A",12
"1168",2009,"VA41A",12.3
"1169",2009,"VA42A",10
"1170",2009,"VA45A",10
"1171",2010,"0311",NA
"1172",2010,"0317",194.5
"1173",2010,"0321",NA
"1174",2010,"0322",19.225
"1175",2010,"0430",13.7
"1176",2010,"0434",41
"1177",2010,"0438",6
"1178",2010,"0440",8.725
"1179",2010,"0442",NA
"1180",2010,"0444",NA
"1181",2010,"0446",20.45
"1182",2010,"0470",20.3
"1183",2010,"0474",21.25
"1184",2010,"0478",24.4
"1185",2010,"0484",16.4
"1186",2010,"0631",14.6
"1187",2010,"A315",NA
"1188",2010,"A320",8.775
"1189",2010,"A432",NA
"1190",2010,"A456",NA
"1191",2010,"A499",NA
"1192",2010,"A617",NA
"1193",2010,"A620",NA
"1194",2010,"A630",NA
"1195",2010,"A680",11.8
"1196",2010,"A685",NA
"1197",2010,"A690",NA
"1198",2010,"B484",NA
"1199",2010,"C320",NA
"1200",2010,"C370",NA
"1201",2010,"D320",5.35
"1202",2010,"G320",NA
"1203",2010,"KSHZ06",16.6
"1204",2010,"KTHA03",NA
"1205",2010,"N484",NA
"1206",2010,"VA12A",9.9
"1207",2010,"VA41A",12
"1208",2010,"VA42A",11.5
"1209",2010,"VA45A",7.25
"1210",2011,"0311",NA
"1211",2011,"0317",208
"1212",2011,"0321",NA
"1213",2011,"0322",10.65
"1214",2011,"0430",12.7
"1215",2011,"0434",40.3
"1216",2011,"0438",5.4
"1217",2011,"0440",12.4
"1218",2011,"0442",NA
"1219",2011,"0444",NA
"1220",2011,"0446",21.05
"1221",2011,"0470",24.3
"1222",2011,"0474",31.65
"1223",2011,"0478",24.5
"1224",2011,"0484",18.05
"1225",2011,"0631",13.5
"1226",2011,"A315",NA
"1227",2011,"A320",8.15
"1228",2011,"A432",NA
"1229",2011,"A456",NA
"1230",2011,"A499",NA
"1231",2011,"A617",NA
"1232",2011,"A620",NA
"1233",2011,"A630",NA
"1234",2011,"A680",12.35
"1235",2011,"A685",NA
"1236",2011,"A690",NA
"1237",2011,"B484",NA
"1238",2011,"C320",NA
"1239",2011,"C370",NA
"1240",2011,"D320",5.825
"1241",2011,"G320",NA
"1242",2011,"KSHZ06",18.5
"1243",2011,"KTHA03",NA
"1244",2011,"N484",NA
"1245",2011,"VA12A",8.2
"1246",2011,"VA41A",10.35
"1247",2011,"VA42A",9.25
"1248",2011,"VA45A",6.2
"1249",2012,"0311",NA
"1250",2012,"0317",187
"1251",2012,"0321",NA
"1252",2012,"0322",12.05
"1253",2012,"0430",10.95
"1254",2012,"0434",32.1
"1255",2012,"0438",5
"1256",2012,"0440",8.35
"1257",2012,"0442",NA
"1258",2012,"0444",NA
"1259",2012,"0446",17.95
"1260",2012,"0470",19.1
"1261",2012,"0474",25.8
"1262",2012,"0478",13
"1263",2012,"0484",11.75
"1264",2012,"0631",10.95
"1265",2012,"A315",NA
"1266",2012,"A320",9.1
"1267",2012,"A432",NA
"1268",2012,"A456",NA
"1269",2012,"A499",NA
"1270",2012,"A617",NA
"1271",2012,"A620",NA
"1272",2012,"A630",NA
"1273",2012,"A680",12.6
"1274",2012,"A685",NA
"1275",2012,"A690",NA
"1276",2012,"B484",NA
"1277",2012,"C320",NA
"1278",2012,"C370",NA
"1279",2012,"D320",5.1
"1280",2012,"G320",NA
"1281",2012,"KSHZ06",11.75
"1282",2012,"KTHA03",NA
"1283",2012,"N484",NA
"1284",2012,"VA12A",7.8
"1285",2012,"VA41A",10.2
"1286",2012,"VA42A",9.2
"1287",2012,"VA45A",6.25
"1288",2013,"0311",NA
"1289",2013,"0317",204
"1290",2013,"0321",67.7
"1291",2013,"0322",6.65
"1292",2013,"0430",12.2
"1293",2013,"0434",25.9
"1294",2013,"0438",5.15
"1295",2013,"0440",10.2
"1296",2013,"0442",8.55
"1297",2013,"0444",26.9
"1298",2013,"0446",17.85
"1299",2013,"0470",21.25
"1300",2013,"0474",27.05
"1301",2013,"0478",20.75
"1302",2013,"0484",15.75
"1303",2013,"0631",13.95
"1304",2013,"A315",86.05
"1305",2013,"A320",8.2
"1306",2013,"A432",13.7
"1307",2013,"A456",26.3
"1308",2013,"A499",NA
"1309",2013,"A617",6.25
"1310",2013,"A620",18
"1311",2013,"A630",74.65
"1312",2013,"A680",13.75
"1313",2013,"A685",6.15
"1314",2013,"A690",NA
"1315",2013,"B484",11.9
"1316",2013,"C320",8.45
"1317",2013,"C370",27.7
"1318",2013,"D320",5
"1319",2013,"G320",8.55
"1320",2013,"KSHZ06",8.8
"1321",2013,"KTHA03",5.15
"1322",2013,"N484",15.25
"1323",2013,"VA12A",NA
"1324",2013,"VA41A",NA
"1325",2013,"VA42A",9.3
"1326",2013,"VA45A",NA
"1327",2014,"0311",NA
"1328",2014,"0317",163
"1329",2014,"0321",95.55
"1330",2014,"0322",25.9
"1331",2014,"0430",11.15
"1332",2014,"0434",26.05
"1333",2014,"0438",5.25
"1334",2014,"0440",8.3
"1335",2014,"0442",7.1
"1336",2014,"0444",25.3
"1337",2014,"0446",18.35
"1338",2014,"0470",17.45
"1339",2014,"0474",24.75
"1340",2014,"0478",16.25
"1341",2014,"0484",12
"1342",2014,"0631",12.5
"1343",2014,"A315",55.55
"1344",2014,"A320",6.45
"1345",2014,"A432",14.05
"1346",2014,"A456",26.3
"1347",2014,"A499",NA
"1348",2014,"A617",3.6
"1349",2014,"A620",16.05
"1350",2014,"A630",57.35
"1351",2014,"A680",9.85
"1352",2014,"A685",4.4
"1353",2014,"A690",NA
"1354",2014,"B484",15.35
"1355",2014,"C320",6.75
"1356",2014,"C370",28.85
"1357",2014,"D320",4.05
"1358",2014,"G320",6.15
"1359",2014,"KSHZ06",14.7
"1360",2014,"KTHA03",5.8
"1361",2014,"N484",15.05
"1362",2014,"VA12A",NA
"1363",2014,"VA41A",NA
"1364",2014,"VA42A",8.15
"1365",2014,"VA45A",NA
"1366",2015,"0311",19.6
"1367",2015,"0317",171.5
"1368",2015,"0321",73.45
"1369",2015,"0322",8.65
"1370",2015,"0430",11.65
"1371",2015,"0434",24.15
"1372",2015,"0438",4.85
"1373",2015,"0440",7.95
"1374",2015,"0442",7.2
"1375",2015,"0444",20.95
"1376",2015,"0446",19.3
"1377",2015,"0470",23
"1378",2015,"0474",27.3
"1379",2015,"0478",18.8
"1380",2015,"0484",13.05
"1381",2015,"0631",16.35
"1382",2015,"A315",77.8
"1383",2015,"A320",6.8
"1384",2015,"A432",15.6
"1385",2015,"A456",32.8
"1386",2015,"A499",7.75
"1387",2015,"A617",4
"1388",2015,"A620",13.4
"1389",2015,"A630",65.1
"1390",2015,"A680",10.95
"1391",2015,"A685",4.75
"1392",2015,"A690",2.95
"1393",2015,"B484",17.15
"1394",2015,"C320",8.2
"1395",2015,"C370",32
"1396",2015,"D320",4.2
"1397",2015,"G320",6.3
"1398",2015,"KSHZ06",11.1
"1399",2015,"KTHA03",6.7
"1400",2015,"N484",12.85
"1401",2015,"VA12A",6.6
"1402",2015,"VA41A",10.05
"1403",2015,"VA42A",10.55
"1404",2015,"VA45A",8.15
"1405",2016,"0311",33.45
"1406",2016,"0317",145
"1407",2016,"0321",62.15
"1408",2016,"0322",10.75
"1409",2016,"0430",12.65
"1410",2016,"0434",27.95
"1411",2016,"0438",6.3
"1412",2016,"0440",8.05
"1413",2016,"0442",8.4
"1414",2016,"0444",22.1
"1415",2016,"0446",17.05
"1416",2016,"0470",19.95
"1417",2016,"0474",27.85
"1418",2016,"0478",16.45
"1419",2016,"0484",12.4
"1420",2016,"0631",11.5
"1421",2016,"A315",43.65
"1422",2016,"A320",7.2
"1423",2016,"A432",13.2
"1424",2016,"A456",32
"1425",2016,"A499",10.85
"1426",2016,"A617",7.2
"1427",2016,"A620",17.75
"1428",2016,"A630",79.15
"1429",2016,"A680",11.55
"1430",2016,"A685",4.8
"1431",2016,"A690",3.15
"1432",2016,"B484",16.3
"1433",2016,"C320",6.55
"1434",2016,"C370",37.45
"1435",2016,"D320",5.05
"1436",2016,"G320",4.95
"1437",2016,"KSHZ06",12.85
"1438",2016,"KTHA03",6.9
"1439",2016,"N484",13.7
"1440",2016,"VA12A",6.85
"1441",2016,"VA41A",9.8
"1442",2016,"VA42A",9.8
"1443",2016,"VA45A",7.75
"1444",2017,"0311",30.45
"1445",2017,"0317",171.5
"1446",2017,"0321",110.1
"1447",2017,"0322",26.4
"1448",2017,"0430",14.45
"1449",2017,"0434",28
"1450",2017,"0438",5.8
"1451",2017,"0440",14.6
"1452",2017,"0442",9.15
"1453",2017,"0444",20.85
"1454",2017,"0446",20.875
"1455",2017,"0470",20.75
"1456",2017,"0474",33.9
"1457",2017,"0478",23.05
"1458",2017,"0484",12.45
"1459",2017,"0631",12.75
"1460",2017,"A315",63.65
"1461",2017,"A320",7.5
"1462",2017,"A432",16
"1463",2017,"A456",27.35
"1464",2017,"A499",9.35
"1465",2017,"A617",6.7
"1466",2017,"A620",17.05
"1467",2017,"A630",69.2
"1468",2017,"A680",11.625
"1469",2017,"A685",5.65
"1470",2017,"A690",3.6
"1471",2017,"B484",15.7
"1472",2017,"C320",7.45
"1473",2017,"C370",34
"1474",2017,"D320",6.6
"1475",2017,"G320",7.45
"1476",2017,"KSHZ06",10.55
"1477",2017,"KTHA03",5.1
"1478",2017,"N484",13.05
"1479",2017,"VA12A",8.45
"1480",2017,"VA41A",12.05
"1481",2017,"VA42A",15.4
"1482",2017,"VA45A",6.1
"1483",2018,"0311",25.4
"1484",2018,"0317",146.5
"1485",2018,"0321",82.55
"1486",2018,"0322",17.15
"1487",2018,"0430",12.1
"1488",2018,"0434",20.175
"1489",2018,"0438",5.7
"1490",2018,"0440",9.5
"1491",2018,"0442",8
"1492",2018,"0444",22.85
"1493",2018,"0446",15.55
"1494",2018,"0470",24.1
"1495",2018,"0474",24.5
"1496",2018,"0478",18.85
"1497",2018,"0484",11
"1498",2018,"0631",12.35
"1499",2018,"A315",42.95
"1500",2018,"A320",7.2
"1501",2018,"A432",17
"1502",2018,"A456",26.65
"1503",2018,"A499",8.35
"1504",2018,"A617",6.7
"1505",2018,"A620",16.3
"1506",2018,"A630",52.1
"1507",2018,"A680",12.75
"1508",2018,"A685",5.95
"1509",2018,"A690",3.65
"1510",2018,"B484",11.95
"1511",2018,"C320",7
"1512",2018,"C370",28.45
"1513",2018,"D320",5.7
"1514",2018,"G320",7
"1515",2018,"KSHZ06",9.25
"1516",2018,"KTHA03",5.85
"1517",2018,"N484",12.65
"1518",2018,"VA12A",6.4
"1519",2018,"VA41A",9.5
"1520",2018,"VA42A",8.75
"1521",2018,"VA45A",5.45
"1522",2019,"0311",31.05
"1523",2019,"0317",96
"1524",2019,"0321",115.5
"1525",2019,"0322",9.3
"1526",2019,"0430",14.6
"1527",2019,"0434",28.7
"1528",2019,"0438",6.2
"1529",2019,"0440",7.25
"1530",2019,"0442",7.1
"1531",2019,"0444",16.9
"1532",2019,"0446",15.4
"1533",2019,"0470",19.3
"1534",2019,"0474",20.2
"1535",2019,"0478",15.2
"1536",2019,"0484",11.65
"1537",2019,"0631",16.2
"1538",2019,"A315",41.25
"1539",2019,"A320",7.1
"1540",2019,"A432",14.725
"1541",2019,"A456",28.6
"1542",2019,"A499",10.3
"1543",2019,"A617",8.15
"1544",2019,"A620",21.7
"1545",2019,"A630",60.25
"1546",2019,"A680",11.7
"1547",2019,"A685",6.35
"1548",2019,"A690",4.9
"1549",2019,"B484",12.6
"1550",2019,"C320",8.1
"1551",2019,"C370",29.5
"1552",2019,"D320",5.65
"1553",2019,"G320",7.25
"1554",2019,"KSHZ06",11.35
"1555",2019,"KTHA03",6.45
"1556",2019,"N484",12.45
"1557",2019,"VA12A",7.4
"1558",2019,"VA41A",10.85
"1559",2019,"VA42A",9.25
"1560",2019,"VA45A",7.2
"1561",2020,"0311",32.3
"1562",2020,"0317",138
"1563",2020,"0321",103.5
"1564",2020,"0322",10.525
"1565",2020,"0430",12.75
"1566",2020,"0434",29.05
"1567",2020,"0438",4.65
"1568",2020,"0440",12.85
"1569",2020,"0442",12.75
"1570",2020,"0444",20.3
"1571",2020,"0446",20.65
"1572",2020,"0470",18.65
"1573",2020,"0474",22.55
"1574",2020,"0478",17.75
"1575",2020,"0484",10.6
"1576",2020,"0631",12.3
"1577",2020,"A315",74.3
"1578",2020,"A320",6.95
"1579",2020,"A432",12.25
"1580",2020,"A456",34.725
"1581",2020,"A499",9.05
"1582",2020,"A617",4.85
"1583",2020,"A620",16.9
"1584",2020,"A630",63.65
"1585",2020,"A680",12.55
"1586",2020,"A685",4.75
"1587",2020,"A690",3.65
"1588",2020,"B484",11.15
"1589",2020,"C320",6.8
"1590",2020,"C370",36.65
"1591",2020,"D320",5.05
"1592",2020,"G320",6.6
"1593",2020,"KSHZ06",10.75
"1594",2020,"KTHA03",4.05
"1595",2020,"N484",18.175
"1596",2020,"VA12A",7.9
"1597",2020,"VA41A",10.6
"1598",2020,"VA42A",9.1
"1599",2020,"VA45A",7.45
"1600",2021,"0311",22.45
"1601",2021,"0317",140
"1602",2021,"0321",103.05
"1603",2021,"0322",7.875
"1604",2021,"0430",11.5
"1605",2021,"0434",27.125
"1606",2021,"0438",5.55
"1607",2021,"0440",7.85
"1608",2021,"0442",11.5
"1609",2021,"0444",16.85
"1610",2021,"0446",16
"1611",2021,"0470",18.55
"1612",2021,"0474",19.95
"1613",2021,"0478",12.35
"1614",2021,"0484",NA
"1615",2021,"0631",15.1
"1616",2021,"A315",74.25
"1617",2021,"A320",6.95
"1618",2021,"A432",11.85
"1619",2021,"A456",36.8
"1620",2021,"A499",8.45
"1621",2021,"A617",6.1
"1622",2021,"A620",16.9
"1623",2021,"A630",61.5
"1624",2021,"A680",11.6
"1625",2021,"A685",5.45
"1626",2021,"A690",3.65
"1627",2021,"B484",11.3
"1628",2021,"C320",6
"1629",2021,"C370",32.95
"1630",2021,"D320",4.4
"1631",2021,"G320",4.15
"1632",2021,"KSHZ06",9.45
"1633",2021,"KTHA03",5.55
"1634",2021,"N484",15.4
"1635",2021,"VA12A",7.05
"1636",2021,"VA41A",10.95
"1637",2021,"VA42A",8.4
"1638",2021,"VA45A",7.25
"1639",2022,"0311",25.5
"1640",2022,"0317",139.5
"1641",2022,"0321",81.85
"1642",2022,"0322",31.55
"1643",2022,"0430",12.05
"1644",2022,"0434",27.3
"1645",2022,"0438",3.9
"1646",2022,"0440",9.4
"1647",2022,"0442",11.8
"1648",2022,"0444",14.775
"1649",2022,"0446",17.1
"1650",2022,"0470",16.375
"1651",2022,"0474",17.75
"1652",2022,"0478",15.3
"1653",2022,"0484",NA
"1654",2022,"0631",12
"1655",2022,"A315",47.35
"1656",2022,"A320",6.25
"1657",2022,"A432",13.5
"1658",2022,"A456",30.55
"1659",2022,"A499",7.6
"1660",2022,"A617",5.3
"1661",2022,"A620",17.4
"1662",2022,"A630",48.05
"1663",2022,"A680",11.8
"1664",2022,"A685",6
"1665",2022,"A690",3.15
"1666",2022,"B484",8.2
"1667",2022,"C320",9.05
"1668",2022,"C370",29.15
"1669",2022,"D320",5.65
"1670",2022,"G320",5.8
"1671",2022,"KSHZ06",8.85
"1672",2022,"KTHA03",6.475
"1673",2022,"N484",13.4
"1674",2022,"VA12A",5.4
"1675",2022,"VA41A",8.45
"1676",2022,"VA42A",8.55
"1677",2022,"VA45A",7
