"","Year","Locator","pH"
"862",2002,"0322",7.625
"863",2002,"0430",7.45
"864",2002,"0434",7.25
"865",2002,"0438",7.225
"866",2002,"0440",7.45
"867",2002,"0442",7.8
"868",2002,"0444",7.2
"869",2002,"0446",7.2
"870",2002,"0470",7.25
"871",2002,"0474",7.5
"872",2002,"0478",7.4
"873",2002,"0484",7.2
"874",2002,"0631",7.3
"875",2002,"A315",7.025
"876",2002,"A320",7.4875
"877",2002,"A432",7.525
"878",2002,"A456",7.1
"879",2002,"A499",7.8
"880",2002,"A617",7.45
"881",2002,"A620",7.6
"882",2002,"A630",7.15
"883",2002,"A680",7.25
"884",2002,"A685",7.5
"885",2002,"A690",7.4
"886",2002,"B484",6.9
"887",2002,"C320",7.35
"888",2002,"C370",7.865
"889",2002,"D320",7.3
"890",2002,"G320",7.3
"891",2002,"KSHZ06",7.55
"892",2002,"KTHA03",7.65
"893",2002,"N484",7.15
"894",2002,"VA12A",NA
"895",2002,"VA41A",NA
"896",2002,"VA42A",NA
"897",2002,"VA45A",NA
"898",2003,"0311",6.95
"899",2003,"0317",6.6
"900",2003,"0321",7.25
"901",2003,"0322",7.6
"902",2003,"0430",7.25
"903",2003,"0434",7.1
"904",2003,"0438",7.1
"905",2003,"0440",7.4
"906",2003,"0442",7.75
"907",2003,"0444",7.05
"908",2003,"0446",7.2
"909",2003,"0470",7.1
"910",2003,"0474",7.4
"911",2003,"0478",7.3
"912",2003,"0484",7.2
"913",2003,"0631",7.3
"914",2003,"A315",7.06666666666667
"915",2003,"A320",7.41666666666667
"916",2003,"A432",7.3
"917",2003,"A456",7
"918",2003,"A499",7.7
"919",2003,"A617",7.35
"920",2003,"A620",7.45
"921",2003,"A630",7.15
"922",2003,"A680",7.13333333333333
"923",2003,"A685",7.35
"924",2003,"A690",7.6
"925",2003,"B484",7
"926",2003,"C320",7.1
"927",2003,"C370",7.2
"928",2003,"D320",7.3
"929",2003,"G320",7.2
"930",2003,"KSHZ06",7.5
"931",2003,"KTHA03",7.7
"932",2003,"N484",7.3
"933",2003,"VA12A",NA
"934",2003,"VA41A",NA
"935",2003,"VA42A",NA
"936",2003,"VA45A",NA
"937",2004,"0311",7.3
"938",2004,"0317",6.8
"939",2004,"0321",7.3
"940",2004,"0322",7.375
"941",2004,"0430",7.5
"942",2004,"0434",7.1
"943",2004,"0438",7.425
"944",2004,"0440",7.435
"945",2004,"0442",8
"946",2004,"0444",7.23
"947",2004,"0446",7.45
"948",2004,"0470",7.35
"949",2004,"0474",7.5
"950",2004,"0478",7.45
"951",2004,"0484",7.4
"952",2004,"0631",7.385
"953",2004,"A315",6.71666666666667
"954",2004,"A320",7.35
"955",2004,"A432",7.55
"956",2004,"A456",7.3
"957",2004,"A499",7.8
"958",2004,"A617",7.25
"959",2004,"A620",7.5
"960",2004,"A630",7
"961",2004,"A680",7.15
"962",2004,"A685",7.4
"963",2004,"A690",7.4
"964",2004,"B484",7.2
"965",2004,"C320",7.2
"966",2004,"C370",7.1
"967",2004,"D320",7.2
"968",2004,"G320",7.3
"969",2004,"KSHZ06",7.5
"970",2004,"KTHA03",7.7
"971",2004,"N484",7.2
"972",2004,"VA12A",NA
"973",2004,"VA41A",NA
"974",2004,"VA42A",NA
"975",2004,"VA45A",NA
"976",2005,"0311",7.4
"977",2005,"0317",6.925
"978",2005,"0321",7.5
"979",2005,"0322",7.75
"980",2005,"0430",7.6
"981",2005,"0434",7.45
"982",2005,"0438",7.5
"983",2005,"0440",7.7
"984",2005,"0442",8.15
"985",2005,"0444",7.4
"986",2005,"0446",7.5
"987",2005,"0470",7.425
"988",2005,"0474",7.6
"989",2005,"0478",7.6
"990",2005,"0484",7.3
"991",2005,"0631",7.475
"992",2005,"A315",7.125
"993",2005,"A320",7.7
"994",2005,"A432",7.7
"995",2005,"A456",7.3
"996",2005,"A499",8.025
"997",2005,"A617",7.7
"998",2005,"A620",7.8
"999",2005,"A630",7.35
"1000",2005,"A680",7.45
"1001",2005,"A685",7.65
"1002",2005,"A690",7.7
"1003",2005,"B484",7.05
"1004",2005,"C320",7.45
"1005",2005,"C370",7.65
"1006",2005,"D320",7.45
"1007",2005,"G320",7.5
"1008",2005,"KSHZ06",7.85
"1009",2005,"KTHA03",7.9
"1010",2005,"N484",7.35
"1011",2005,"VA12A",NA
"1012",2005,"VA41A",NA
"1013",2005,"VA42A",NA
"1014",2005,"VA45A",NA
"1015",2006,"0311",7.3
"1016",2006,"0317",6.85
"1017",2006,"0321",7.4
"1018",2006,"0322",7.65
"1019",2006,"0430",7.5
"1020",2006,"0434",7.5
"1021",2006,"0438",7.6
"1022",2006,"0440",7.6
"1023",2006,"0442",8.1
"1024",2006,"0444",7.45
"1025",2006,"0446",7.5
"1026",2006,"0470",7.3
"1027",2006,"0474",7.5
"1028",2006,"0478",7.6
"1029",2006,"0484",7.35
"1030",2006,"0631",7.55
"1031",2006,"A315",7.1
"1032",2006,"A320",7.625
"1033",2006,"A432",7.65
"1034",2006,"A456",7.3
"1035",2006,"A499",7.9
"1036",2006,"A617",7.525
"1037",2006,"A620",7.7
"1038",2006,"A630",7.325
"1039",2006,"A680",7.43333333333333
"1040",2006,"A685",7.55
"1041",2006,"A690",7.7
"1042",2006,"B484",7.2
"1043",2006,"C320",7.4
"1044",2006,"C370",7.6
"1045",2006,"D320",7.4
"1046",2006,"G320",7.6
"1047",2006,"KSHZ06",7.8
"1048",2006,"KTHA03",7.8
"1049",2006,"N484",7.4
"1050",2006,"VA12A",NA
"1051",2006,"VA41A",NA
"1052",2006,"VA42A",NA
"1053",2006,"VA45A",NA
"1054",2007,"0311",7.35
"1055",2007,"0317",6.9
"1056",2007,"0321",7.475
"1057",2007,"0322",7.6
"1058",2007,"0430",7.525
"1059",2007,"0434",7.525
"1060",2007,"0438",7.64
"1061",2007,"0440",7.785
"1062",2007,"0442",8.18
"1063",2007,"0444",7.5
"1064",2007,"0446",7.43
"1065",2007,"0470",7.4
"1066",2007,"0474",7.56
"1067",2007,"0478",7.525
"1068",2007,"0484",7.15
"1069",2007,"0631",7.335
"1070",2007,"A315",6.945
"1071",2007,"A320",7.57
"1072",2007,"A432",7.695
"1073",2007,"A456",7.245
"1074",2007,"A499",7.9
"1075",2007,"A617",7.41666666666667
"1076",2007,"A620",7.55333333333333
"1077",2007,"A630",7.12
"1078",2007,"A680",7.295
"1079",2007,"A685",7.53
"1080",2007,"A690",7.5
"1081",2007,"B484",6.905
"1082",2007,"C320",7.36125
"1083",2007,"C370",7.6
"1084",2007,"D320",7.35
"1085",2007,"G320",7.43666666666667
"1086",2007,"KSHZ06",7.735
"1087",2007,"KTHA03",7.75
"1088",2007,"N484",7.335
"1089",2007,"VA12A",7.68
"1090",2007,"VA41A",7.7
"1091",2007,"VA42A",7.8
"1092",2007,"VA45A",7.05
"1093",2008,"0311",7.155
"1094",2008,"0317",6.915
"1095",2008,"0321",7.43
"1096",2008,"0322",7.73
"1097",2008,"0430",7.5825
"1098",2008,"0434",7.56
"1099",2008,"0438",7.46
"1100",2008,"0440",7.73
"1101",2008,"0442",8.1075
"1102",2008,"0444",7.475
"1103",2008,"0446",7.445
"1104",2008,"0470",7.44
"1105",2008,"0474",7.535
"1106",2008,"0478",7.635
"1107",2008,"0484",7.44
"1108",2008,"0631",7.39125
"1109",2008,"A315",7.1025
"1110",2008,"A320",7.63
"1111",2008,"A432",7.7025
"1112",2008,"A456",7.255
"1113",2008,"A499",7.96
"1114",2008,"A617",7.62
"1115",2008,"A620",7.84
"1116",2008,"A630",7.185
"1117",2008,"A680",7.36333333333333
"1118",2008,"A685",7.645
"1119",2008,"A690",7.645
"1120",2008,"B484",7.05
"1121",2008,"C320",7.4575
"1122",2008,"C370",7.565
"1123",2008,"D320",7.405
"1124",2008,"G320",7.375
"1125",2008,"KSHZ06",7.84
"1126",2008,"KTHA03",7.96
"1127",2008,"N484",7.535
"1128",2008,"VA12A",7.62
"1129",2008,"VA41A",7.505
"1130",2008,"VA42A",7.69
"1131",2008,"VA45A",6.98
"1132",2009,"0311",NA
"1133",2009,"0317",6.845
"1134",2009,"0321",NA
"1135",2009,"0322",7.73
"1136",2009,"0430",7.56
"1137",2009,"0434",7.535
"1138",2009,"0438",7.395
"1139",2009,"0440",7.715
"1140",2009,"0442",NA
"1141",2009,"0444",NA
"1142",2009,"0446",7.4
"1143",2009,"0470",7.3225
"1144",2009,"0474",7.51
"1145",2009,"0478",7.605
"1146",2009,"0484",7.345
"1147",2009,"0631",7.4325
"1148",2009,"A315",NA
"1149",2009,"A320",7.6325
"1150",2009,"A432",NA
"1151",2009,"A456",NA
"1152",2009,"A499",NA
"1153",2009,"A617",NA
"1154",2009,"A620",NA
"1155",2009,"A630",NA
"1156",2009,"A680",7.395
"1157",2009,"A685",NA
"1158",2009,"A690",NA
"1159",2009,"B484",NA
"1160",2009,"C320",NA
"1161",2009,"C370",NA
"1162",2009,"D320",7.3275
"1163",2009,"G320",NA
"1164",2009,"KSHZ06",7.685
"1165",2009,"KTHA03",NA
"1166",2009,"N484",NA
"1167",2009,"VA12A",7.69
"1168",2009,"VA41A",7.52
"1169",2009,"VA42A",7.74
"1170",2009,"VA45A",6.91
"1171",2010,"0311",NA
"1172",2010,"0317",6.785
"1173",2010,"0321",NA
"1174",2010,"0322",7.67
"1175",2010,"0430",7.55
"1176",2010,"0434",7.53
"1177",2010,"0438",7.6225
"1178",2010,"0440",7.69
"1179",2010,"0442",NA
"1180",2010,"0444",NA
"1181",2010,"0446",7.42
"1182",2010,"0470",7.315
"1183",2010,"0474",7.505
"1184",2010,"0478",7.525
"1185",2010,"0484",7.285
"1186",2010,"0631",7.375
"1187",2010,"A315",NA
"1188",2010,"A320",7.5575
"1189",2010,"A432",NA
"1190",2010,"A456",NA
"1191",2010,"A499",NA
"1192",2010,"A617",NA
"1193",2010,"A620",NA
"1194",2010,"A630",NA
"1195",2010,"A680",7.3475
"1196",2010,"A685",NA
"1197",2010,"A690",NA
"1198",2010,"B484",NA
"1199",2010,"C320",NA
"1200",2010,"C370",NA
"1201",2010,"D320",7.2825
"1202",2010,"G320",NA
"1203",2010,"KSHZ06",7.6175
"1204",2010,"KTHA03",NA
"1205",2010,"N484",NA
"1206",2010,"VA12A",7.65
"1207",2010,"VA41A",7.43
"1208",2010,"VA42A",7.6
"1209",2010,"VA45A",6.785
"1210",2011,"0311",NA
"1211",2011,"0317",6.855
"1212",2011,"0321",NA
"1213",2011,"0322",7.68
"1214",2011,"0430",7.505
"1215",2011,"0434",7.51333333333333
"1216",2011,"0438",7.415
"1217",2011,"0440",7.64
"1218",2011,"0442",NA
"1219",2011,"0444",NA
"1220",2011,"0446",7.305
"1221",2011,"0470",7.305
"1222",2011,"0474",7.455
"1223",2011,"0478",7.495
"1224",2011,"0484",7.22
"1225",2011,"0631",7.285
"1226",2011,"A315",NA
"1227",2011,"A320",7.585
"1228",2011,"A432",NA
"1229",2011,"A456",NA
"1230",2011,"A499",NA
"1231",2011,"A617",NA
"1232",2011,"A620",NA
"1233",2011,"A630",NA
"1234",2011,"A680",7.35
"1235",2011,"A685",NA
"1236",2011,"A690",NA
"1237",2011,"B484",NA
"1238",2011,"C320",NA
"1239",2011,"C370",NA
"1240",2011,"D320",7.3
"1241",2011,"G320",NA
"1242",2011,"KSHZ06",7.655
"1243",2011,"KTHA03",NA
"1244",2011,"N484",NA
"1245",2011,"VA12A",7.585
"1246",2011,"VA41A",7.395
"1247",2011,"VA42A",7.585
"1248",2011,"VA45A",6.73
"1249",2012,"0311",NA
"1250",2012,"0317",6.865
"1251",2012,"0321",NA
"1252",2012,"0322",7.685
"1253",2012,"0430",7.565
"1254",2012,"0434",7.555
"1255",2012,"0438",7.4325
"1256",2012,"0440",7.69
"1257",2012,"0442",NA
"1258",2012,"0444",NA
"1259",2012,"0446",7.425
"1260",2012,"0470",7.32
"1261",2012,"0474",7.52
"1262",2012,"0478",7.625
"1263",2012,"0484",7.375
"1264",2012,"0631",7.485
"1265",2012,"A315",NA
"1266",2012,"A320",7.565
"1267",2012,"A432",NA
"1268",2012,"A456",NA
"1269",2012,"A499",NA
"1270",2012,"A617",NA
"1271",2012,"A620",NA
"1272",2012,"A630",NA
"1273",2012,"A680",7.42
"1274",2012,"A685",NA
"1275",2012,"A690",NA
"1276",2012,"B484",NA
"1277",2012,"C320",NA
"1278",2012,"C370",NA
"1279",2012,"D320",7.265
"1280",2012,"G320",NA
"1281",2012,"KSHZ06",7.8
"1282",2012,"KTHA03",NA
"1283",2012,"N484",NA
"1284",2012,"VA12A",7.625
"1285",2012,"VA41A",7.42
"1286",2012,"VA42A",7.625
"1287",2012,"VA45A",6.745
"1288",2013,"0311",NA
"1289",2013,"0317",6.905
"1290",2013,"0321",7.37
"1291",2013,"0322",7.72
"1292",2013,"0430",7.525
"1293",2013,"0434",7.68
"1294",2013,"0438",7.44
"1295",2013,"0440",7.76
"1296",2013,"0442",8.185
"1297",2013,"0444",7.245
"1298",2013,"0446",7.415
"1299",2013,"0470",7.275
"1300",2013,"0474",7.445
"1301",2013,"0478",7.575
"1302",2013,"0484",7.26
"1303",2013,"0631",7.445
"1304",2013,"A315",7.15
"1305",2013,"A320",7.595
"1306",2013,"A432",7.64
"1307",2013,"A456",7.395
"1308",2013,"A499",NA
"1309",2013,"A617",7.785
"1310",2013,"A620",7.655
"1311",2013,"A630",7.39
"1312",2013,"A680",7.43
"1313",2013,"A685",7.715
"1314",2013,"A690",NA
"1315",2013,"B484",6.84
"1316",2013,"C320",7.455
"1317",2013,"C370",7.775
"1318",2013,"D320",7.335
"1319",2013,"G320",7.325
"1320",2013,"KSHZ06",7.79
"1321",2013,"KTHA03",7.95
"1322",2013,"N484",7.43
"1323",2013,"VA12A",NA
"1324",2013,"VA41A",NA
"1325",2013,"VA42A",7.655
"1326",2013,"VA45A",NA
"1327",2014,"0311",NA
"1328",2014,"0317",6.92
"1329",2014,"0321",7.2
"1330",2014,"0322",7.695
"1331",2014,"0430",7.63
"1332",2014,"0434",7.74
"1333",2014,"0438",7.275
"1334",2014,"0440",7.7
"1335",2014,"0442",8.11
"1336",2014,"0444",7.21
"1337",2014,"0446",7.43
"1338",2014,"0470",7.28
"1339",2014,"0474",7.465
"1340",2014,"0478",7.575
"1341",2014,"0484",7.295
"1342",2014,"0631",7.395
"1343",2014,"A315",6.97
"1344",2014,"A320",7.595
"1345",2014,"A432",7.795
"1346",2014,"A456",7.175
"1347",2014,"A499",NA
"1348",2014,"A617",7.765
"1349",2014,"A620",7.705
"1350",2014,"A630",7.32
"1351",2014,"A680",7.34
"1352",2014,"A685",7.795
"1353",2014,"A690",NA
"1354",2014,"B484",6.905
"1355",2014,"C320",7.425
"1356",2014,"C370",7.635
"1357",2014,"D320",7.23
"1358",2014,"G320",7.24
"1359",2014,"KSHZ06",7.75
"1360",2014,"KTHA03",7.85
"1361",2014,"N484",7.375
"1362",2014,"VA12A",NA
"1363",2014,"VA41A",NA
"1364",2014,"VA42A",7.665
"1365",2014,"VA45A",NA
"1366",2015,"0311",7.19
"1367",2015,"0317",7.01
"1368",2015,"0321",7.43
"1369",2015,"0322",7.865
"1370",2015,"0430",7.705
"1371",2015,"0434",7.755
"1372",2015,"0438",7.645
"1373",2015,"0440",7.89
"1374",2015,"0442",8.155
"1375",2015,"0444",7.37
"1376",2015,"0446",7.485
"1377",2015,"0470",7.415
"1378",2015,"0474",7.535
"1379",2015,"0478",7.625
"1380",2015,"0484",7.4
"1381",2015,"0631",7.545
"1382",2015,"A315",7.075
"1383",2015,"A320",7.69
"1384",2015,"A432",7.85
"1385",2015,"A456",7.405
"1386",2015,"A499",8.02
"1387",2015,"A617",7.895
"1388",2015,"A620",7.76
"1389",2015,"A630",7.43
"1390",2015,"A680",7.54
"1391",2015,"A685",7.91
"1392",2015,"A690",7.805
"1393",2015,"B484",7.015
"1394",2015,"C320",7.47
"1395",2015,"C370",7.685
"1396",2015,"D320",7.55
"1397",2015,"G320",7.51
"1398",2015,"KSHZ06",7.925
"1399",2015,"KTHA03",8.005
"1400",2015,"N484",7.43666666666667
"1401",2015,"VA12A",7.71
"1402",2015,"VA41A",7.505
"1403",2015,"VA42A",7.61
"1404",2015,"VA45A",6.8
"1405",2016,"0311",7.23
"1406",2016,"0317",7.055
"1407",2016,"0321",7.35
"1408",2016,"0322",7.88
"1409",2016,"0430",7.725
"1410",2016,"0434",7.675
"1411",2016,"0438",7.475
"1412",2016,"0440",7.8
"1413",2016,"0442",8.175
"1414",2016,"0444",7.325
"1415",2016,"0446",7.42
"1416",2016,"0470",7.355
"1417",2016,"0474",7.48
"1418",2016,"0478",7.62
"1419",2016,"0484",7.47
"1420",2016,"0631",7.59
"1421",2016,"A315",7.075
"1422",2016,"A320",7.59
"1423",2016,"A432",7.805
"1424",2016,"A456",7.285
"1425",2016,"A499",7.97
"1426",2016,"A617",7.69
"1427",2016,"A620",7.625
"1428",2016,"A630",7.26
"1429",2016,"A680",7.44
"1430",2016,"A685",7.735
"1431",2016,"A690",7.645
"1432",2016,"B484",7.03
"1433",2016,"C320",7.39
"1434",2016,"C370",7.69
"1435",2016,"D320",7.455
"1436",2016,"G320",7.475
"1437",2016,"KSHZ06",7.91
"1438",2016,"KTHA03",7.96
"1439",2016,"N484",7.4825
"1440",2016,"VA12A",7.745
"1441",2016,"VA41A",7.56
"1442",2016,"VA42A",7.66
"1443",2016,"VA45A",6.77
"1444",2017,"0311",7.225
"1445",2017,"0317",7.05
"1446",2017,"0321",7.405
"1447",2017,"0322",7.76
"1448",2017,"0430",7.66
"1449",2017,"0434",7.73
"1450",2017,"0438",7.485
"1451",2017,"0440",7.7
"1452",2017,"0442",8.0675
"1453",2017,"0444",7.32
"1454",2017,"0446",7.435
"1455",2017,"0470",7.39
"1456",2017,"0474",7.545
"1457",2017,"0478",7.615
"1458",2017,"0484",7.41
"1459",2017,"0631",7.45
"1460",2017,"A315",7.085
"1461",2017,"A320",7.63
"1462",2017,"A432",7.76
"1463",2017,"A456",7.435
"1464",2017,"A499",8.025
"1465",2017,"A617",7.7075
"1466",2017,"A620",7.68
"1467",2017,"A630",7.365
"1468",2017,"A680",7.4625
"1469",2017,"A685",7.76
"1470",2017,"A690",7.715
"1471",2017,"B484",7.08
"1472",2017,"C320",7.51
"1473",2017,"C370",7.6
"1474",2017,"D320",7.435
"1475",2017,"G320",7.465
"1476",2017,"KSHZ06",7.8625
"1477",2017,"KTHA03",7.96
"1478",2017,"N484",7.39
"1479",2017,"VA12A",7.62
"1480",2017,"VA41A",7.465
"1481",2017,"VA42A",7.695
"1482",2017,"VA45A",6.97
"1483",2018,"0311",7.26
"1484",2018,"0317",7.025
"1485",2018,"0321",7.42
"1486",2018,"0322",7.805
"1487",2018,"0430",7.675
"1488",2018,"0434",7.705
"1489",2018,"0438",7.42
"1490",2018,"0440",7.89
"1491",2018,"0442",8.13
"1492",2018,"0444",7.355
"1493",2018,"0446",7.52
"1494",2018,"0470",7.405
"1495",2018,"0474",7.57
"1496",2018,"0478",7.61
"1497",2018,"0484",7.45
"1498",2018,"0631",7.575
"1499",2018,"A315",7.185
"1500",2018,"A320",7.69
"1501",2018,"A432",7.785
"1502",2018,"A456",7.52
"1503",2018,"A499",8.04
"1504",2018,"A617",7.845
"1505",2018,"A620",7.735
"1506",2018,"A630",7.385
"1507",2018,"A680",7.545
"1508",2018,"A685",7.865
"1509",2018,"A690",7.8
"1510",2018,"B484",7.085
"1511",2018,"C320",7.405
"1512",2018,"C370",7.77
"1513",2018,"D320",7.495
"1514",2018,"G320",7.545
"1515",2018,"KSHZ06",7.925
"1516",2018,"KTHA03",8.01
"1517",2018,"N484",7.4675
"1518",2018,"VA12A",7.73
"1519",2018,"VA41A",7.52
"1520",2018,"VA42A",7.66
"1521",2018,"VA45A",6.835
"1522",2019,"0311",7.2
"1523",2019,"0317",6.945
"1524",2019,"0321",7.37
"1525",2019,"0322",7.755
"1526",2019,"0430",7.675
"1527",2019,"0434",7.615
"1528",2019,"0438",7.515
"1529",2019,"0440",7.78
"1530",2019,"0442",7.94
"1531",2019,"0444",7.245
"1532",2019,"0446",7.51
"1533",2019,"0470",7.315
"1534",2019,"0474",7.43
"1535",2019,"0478",7.595
"1536",2019,"0484",7.385
"1537",2019,"0631",7.54
"1538",2019,"A315",7.08
"1539",2019,"A320",7.61
"1540",2019,"A432",7.8025
"1541",2019,"A456",7.365
"1542",2019,"A499",7.97
"1543",2019,"A617",7.78
"1544",2019,"A620",7.645
"1545",2019,"A630",7.295
"1546",2019,"A680",7.52
"1547",2019,"A685",7.835
"1548",2019,"A690",7.815
"1549",2019,"B484",7.005
"1550",2019,"C320",7.41
"1551",2019,"C370",7.61
"1552",2019,"D320",7.395
"1553",2019,"G320",7.43
"1554",2019,"KSHZ06",7.905
"1555",2019,"KTHA03",8
"1556",2019,"N484",7.42
"1557",2019,"VA12A",7.715
"1558",2019,"VA41A",7.49
"1559",2019,"VA42A",7.61
"1560",2019,"VA45A",6.87
"1561",2020,"0311",7.14
"1562",2020,"0317",6.93
"1563",2020,"0321",7.41
"1564",2020,"0322",7.79
"1565",2020,"0430",7.71
"1566",2020,"0434",7.69
"1567",2020,"0438",7.5
"1568",2020,"0440",7.79
"1569",2020,"0442",8.11
"1570",2020,"0444",7.28
"1571",2020,"0446",7.52
"1572",2020,"0470",7.36
"1573",2020,"0474",7.5
"1574",2020,"0478",7.64
"1575",2020,"0484",7.45
"1576",2020,"0631",7.49
"1577",2020,"A315",7.07
"1578",2020,"A320",7.65
"1579",2020,"A432",7.79
"1580",2020,"A456",7.37
"1581",2020,"A499",8.03
"1582",2020,"A617",7.75
"1583",2020,"A620",7.63
"1584",2020,"A630",7.38
"1585",2020,"A680",7.48
"1586",2020,"A685",7.78
"1587",2020,"A690",7.69
"1588",2020,"B484",7.04
"1589",2020,"C320",7.4
"1590",2020,"C370",7.62
"1591",2020,"D320",7.43
"1592",2020,"G320",7.46
"1593",2020,"KSHZ06",7.89
"1594",2020,"KTHA03",8
"1595",2020,"N484",7.4
"1596",2020,"VA12A",7.73
"1597",2020,"VA41A",7.5
"1598",2020,"VA42A",7.65
"1599",2020,"VA45A",6.77
"1600",2021,"0311",7.15
"1601",2021,"0317",6.93
"1602",2021,"0321",7.225
"1603",2021,"0322",7.745
"1604",2021,"0430",7.745
"1605",2021,"0434",7.725
"1606",2021,"0438",7.555
"1607",2021,"0440",7.78
"1608",2021,"0442",7.995
"1609",2021,"0444",7.265
"1610",2021,"0446",7.54
"1611",2021,"0470",7.39
"1612",2021,"0474",7.535
"1613",2021,"0478",7.66
"1614",2021,"0484",NA
"1615",2021,"0631",7.575
"1616",2021,"A315",6.965
"1617",2021,"A320",7.575
"1618",2021,"A432",7.855
"1619",2021,"A456",7.4
"1620",2021,"A499",8.05
"1621",2021,"A617",7.82
"1622",2021,"A620",7.71
"1623",2021,"A630",7.375
"1624",2021,"A680",7.505
"1625",2021,"A685",7.835
"1626",2021,"A690",7.76
"1627",2021,"B484",7.015
"1628",2021,"C320",7.345
"1629",2021,"C370",7.68
"1630",2021,"D320",7.425
"1631",2021,"G320",7.375
"1632",2021,"KSHZ06",7.98
"1633",2021,"KTHA03",8.065
"1634",2021,"N484",7.435
"1635",2021,"VA12A",7.79
"1636",2021,"VA41A",7.56
"1637",2021,"VA42A",7.69
"1638",2021,"VA45A",6.725
"1639",2022,"0311",7.18
"1640",2022,"0317",6.835
"1641",2022,"0321",7.31
"1642",2022,"0322",7.645
"1643",2022,"0430",7.645
"1644",2022,"0434",7.715
"1645",2022,"0438",7.36
"1646",2022,"0440",7.72
"1647",2022,"0442",8
"1648",2022,"0444",7.1925
"1649",2022,"0446",7.4925
"1650",2022,"0470",7.425
"1651",2022,"0474",7.525
"1652",2022,"0478",7.595
"1653",2022,"0484",NA
"1654",2022,"0631",7.415
"1655",2022,"A315",6.865
"1656",2022,"A320",7.525
"1657",2022,"A432",7.8
"1658",2022,"A456",7.33
"1659",2022,"A499",8.04
"1660",2022,"A617",7.87
"1661",2022,"A620",7.59
"1662",2022,"A630",7.31
"1663",2022,"A680",7.37
"1664",2022,"A685",7.675
"1665",2022,"A690",7.725
"1666",2022,"B484",6.99
"1667",2022,"C320",7.285
"1668",2022,"C370",7.645
"1669",2022,"D320",7.34
"1670",2022,"G320",7.33
"1671",2022,"KSHZ06",7.965
"1672",2022,"KTHA03",7.95
"1673",2022,"N484",7.355
"1674",2022,"VA12A",7.645
"1675",2022,"VA41A",7.435
"1676",2022,"VA42A",7.61
"1677",2022,"VA45A",6.735
